route,http_status,content_authority,cms_type,cms_path,title,description,review_status,production_change_verified
/en/aesthetics/treatments,200,REPOSITORY_AUTHORITATIVE,page,/aesthetics/treatments,Treatments · Blue Diamond Medical,"Choose what you'd like to treat — unwanted hair, hair loss, acne scars, redness, fine lines, skin laxity and more — and see the physician-led treatment options Blue Diamond Medical offers for it.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/acne-scars,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/acne-scars,Acne Scars · Blue Diamond Medical,"Comprehensive care for acne scarring — medical consultations, prescriptions where necessary, and RF micro-needling and laser treatments to reduce scarring, under the supervision of one of our physicians.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/dry-skin,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/dry-skin,Dry Skin · Blue Diamond Medical,Calgary's climate is unusually harsh on skin. Using RF micro-needling to infuse topicals — including moisturizers and pigment regulators — we help skin stay nourished and glowing for months after treatment.,REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/fine-lines-wrinkles,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/fine-lines-wrinkles,Fine Lines & Wrinkles · Blue Diamond Medical,"State-of-the-art technologies to smooth and erase fine lines and wrinkles, alongside skin-tightening options for all skin types — bespoke treatments as individual as you are.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/hair-loss,200,REPOSITORY_AUTHORITATIVE,,,Hair Loss · Blue Diamond Medical,"Thinning hair and early hair loss affect both men and women, and often begin gradually enough that they are noticed first in a mirror or a photograph. Blue Diamond Medical offers PRP hair restoration, performed by Dr. Farhat, which may support fuller growth. A consultation establishes the likely cause before any treatment is planned.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/laser-hair-removal,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/treatments/laser-hair-removal,Laser Hair Removal · Blue Diamond Medical,Long-lasting hair reduction anywhere on the body using the Cynosure Elite+™ laser system.,REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/laser-skin-treatments,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/treatments/laser-skin-treatments,Laser Skin Treatments · Blue Diamond Medical,"State-of-the-art laser equipment for smoother complexions, brightening damaged skin, removing benign pigmented lesions, and treating face and leg veins.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/prp-hair-restoration,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/treatments/prp-hair-restoration,PRP Hair Restoration · Blue Diamond Medical,"Platelet-Rich Plasma injected into the scalp to stimulate inactive hair follicles and promote denser, fuller hair growth — performed by Dr. Farhat.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/prp-skin-rejuvenation,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/treatments/prp-skin-rejuvenation,PRP Skin Rejuvenation · Blue Diamond Medical,"PRP used topically or via microinjections to smooth fine lines and wrinkles, improve tone and elasticity, and reduce acne scars and pigmentation — often called the ""vampire facial.""",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/radio-frequency,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/treatments/radio-frequency,Radio Frequency · Blue Diamond Medical,"Non-invasive tightening and smoothing of skin all over the body using RF waves (TempSure), improving tone and reducing the appearance of fine lines and wrinkles.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/razor-bumps,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/razor-bumps,Razor Bumps · Blue Diamond Medical,"Uncomfortable and prone to infection when combined with ingrown hairs. Our technologies can remove razor bumps, treat the underlying cause, and give you smoother, softer skin with minimally invasive treatment.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/rf-microneedling,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/treatments/rf-microneedling,RF Microneedling · Blue Diamond Medical,The Potenza RF microneedling system adds radiofrequency energy to mechanical microneedling for enhanced skin tightening alongside the benefits of micro-injury stimulation.,REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/rosacea-redness,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/rosacea-redness,Rosacea & Redness · Blue Diamond Medical,"The gentle flush of rosacea can escalate into redness that's distressing to live with. We take a holistic approach, starting with a full medical consultation to discuss what can be achieved — laser treatments often work best for this condition.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/skin-laxity,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/skin-laxity,Skin Laxity · Blue Diamond Medical,"Radio-frequency waves promote collagen and elastin production to tighten and smooth skin all over the body — a quick, pain-free treatment (about 15 minutes) with easy, visible results and no downtime.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/skin-revitalization,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/skin-revitalization,Skin Revitalization · Blue Diamond Medical,"Harsh weather and daily stresses can leave skin looking tired. We can refresh skin in under 45 minutes, exposing a natural glow and reducing the appearance of fine lines and wrinkles.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/spider-veins,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/spider-veins,Spider Veins · Blue Diamond Medical,"Damaged blood vessels under the skin that can appear red, blue, or purple — generally harmless but unsightly. Laser treatments can remove them from anywhere on the body quickly and painlessly.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/sun-damage-pigmentation,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/concerns/sun-damage-pigmentation,Sun Damage & Pigmentation · Blue Diamond Medical,Sun spots and liver spots from time in the sun can be easily reduced using our state-of-the-art laser technologies.,REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/tempsure-vitalia,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/treatments/tempsure-vitalia,TempSure Vitalia · Blue Diamond Medical,"Equipment addressing many pelvic floor issues and sexual health concerns that women experience at all ages and stages of life — roughly 1 in 3 women, often in silence.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/ultra,200,CMS_AUTHORITATIVE,content_entry,/aesthetics/treatments/ultra,Ultra Treatment · Blue Diamond Medical,"A low-downtime laser that rejuvenates the skin, giving it a brighter tone and improved texture — treating mild to moderate age spots, freckles, sun spots, pigmented lesions, sun damage, actinic keratosis, melasma, and postinflammatory hyperpigmentation.",REVIEW_IN_PROGRESS,NO
/en/aesthetics/treatments/unwanted-hair,200,REPOSITORY_AUTHORITATIVE,,,Unwanted Hair · Blue Diamond Medical,"Shaving, waxing, plucking, and depilatories are time-consuming and give only temporary results. Laser hair removal at Blue Diamond Medical offers long-lasting reduction anywhere on the body, and the Skintel™ melanin reader allows the laser to be set safely for all skin types.",REVIEW_IN_PROGRESS,NO
/en/book-appointment,200,REPOSITORY_AUTHORITATIVE,,,Book an Appointment · Blue Diamond Medical,"Book with your family doctor, come in as a walk-in, arrange an eye screening, or request a medical aesthetics consultation at Blue Diamond Medical Clinic in Calgary.",REVIEW_IN_PROGRESS,NO
/en/botox,200,REPOSITORY_AUTHORITATIVE,,,Botox · Blue Diamond Medical,"Medical Botox for migraine, hyperhidrosis, and bruxism at Blue Diamond Medical Clinic. Cosmetic Botox is provided by Dr. Mohamed Farhat and Dr. Reem Hamdi.",REVIEW_IN_PROGRESS,NO
/en/careers,200,REPOSITORY_AUTHORITATIVE,page,/careers,Careers at Blue Diamond Medical | Join Our Team,Join Blue Diamond Medical in Calgary. We welcome qualified medical professionals committed to exceptional patient care and personal well-being.,REVIEW_IN_PROGRESS,NO
/en/contact,200,REPOSITORY_AUTHORITATIVE,page,/contact,Contact Us · Blue Diamond Medical,"Contact Blue Diamond Medical Clinic in West Springs, Calgary — address, phone, fax, and hours.",REVIEW_IN_PROGRESS,NO
/en/health-hub,200,REPOSITORY_AUTHORITATIVE,,,Health Hub · Blue Diamond Medical,"Guidance from the Blue Diamond Medical clinical team on family health, women's health, mental health, and medical aesthetics.",REVIEW_IN_PROGRESS,NO
/en/medical,200,REPOSITORY_AUTHORITATIVE,page,/medical,Medical Care · Blue Diamond Medical,"Family medicine, walk-in care, and AHS-insured services at Blue Diamond Medical Clinic in West Springs, Calgary.",REVIEW_IN_PROGRESS,NO
/en/medical/after-hours-care,200,CMS_AUTHORITATIVE,content_entry,/medical/after-hours-care,After-Hours Care · Blue Diamond Medical,"When the clinic is closed, our patients are referred to a partner Primary Care Network for urgent, non-emergency needs — not left without a path to care.",REVIEW_IN_PROGRESS,NO
/en/medical/chronic-disease-management,200,CMS_AUTHORITATIVE,content_entry,/medical/chronic-disease-management,Chronic Disease Management · Blue Diamond Medical,"AHS-insured, ongoing management of chronic conditions through your family physician. Any Blue Diamond family physician can provide chronic-disease management.",REVIEW_IN_PROGRESS,NO
/en/medical/eye-screening,200,CMS_AUTHORITATIVE,content_entry,/medical/eye-screening,Eye Disease Screening · Blue Diamond Medical,A collaboration with Euclid Telehealth offering AHS-covered eye disease screening at our clinic — in keeping with our belief that prevention is better than cure.,REVIEW_IN_PROGRESS,NO
/en/medical/minor-procedures,200,CMS_AUTHORITATIVE,content_entry,/medical/minor-procedures,Minor Procedures · Blue Diamond Medical,"AHS-insured minor procedures performed in-house — suture removal and application, minor skin lesion excision, and joint injections. All of our family physicians provide these procedures. Minor procedures are booked by phone or in person, not online.",REVIEW_IN_PROGRESS,NO
/en/medical/pain-management,200,CMS_AUTHORITATIVE,content_entry,/medical/pain-management,Pain Management · Blue Diamond Medical,AHS-insured pain management support from your family physician.,REVIEW_IN_PROGRESS,NO
/en/medical/preventive-care,200,CMS_AUTHORITATIVE,content_entry,/medical/preventive-care,Preventive Care · Blue Diamond Medical,"""Prevention is better than cure"" is at the core of how we practice — from vaccination to Dr. Saeed's clinical focus on preventive medicine and early intervention.",REVIEW_IN_PROGRESS,NO
/en/medical/uninsured-services,200,REPOSITORY_AUTHORITATIVE,,,Uninsured Services & Fees · Blue Diamond Medical,"Fees for uninsured medical services, forms, and administrative tasks at Blue Diamond Medical Clinic, plus no-show fees.",REVIEW_IN_PROGRESS,NO
/en/medical/weight-management,200,CMS_AUTHORITATIVE,content_entry,/medical/weight-management,Weight Management · Blue Diamond Medical,AHS-insured weight management support as part of your comprehensive care with your family physician.,REVIEW_IN_PROGRESS,NO
/en/our-team,200,REPOSITORY_AUTHORITATIVE,page,/our-team,Our Team · Blue Diamond Medical,"Meet the team behind Blue Diamond Medical Clinic in West Springs, Calgary — six family physicians providing comprehensive care.",REVIEW_IN_PROGRESS,NO
/en/our-team/ahmed-gwea,200,CMS_AUTHORITATIVE,person_profile,/our-team/ahmed-gwea,Dr. Ahmed Gwea · Blue Diamond Medical,Dr. Ahmed Gwea completed his Family Medicine residency at Hamad Medical Corporation in Qatar and holds a Diploma in Dermatology from the Royal College of P,REVIEW_IN_PROGRESS,NO
/en/our-team/bakare,200,CMS_AUTHORITATIVE,person_profile,/our-team/bakare,Dr. Bakare · Blue Diamond Medical,Dr. Bakare has been a family physician since 2006 and currently maintains hospital credentials as a hospitalist. He has extensive experience in chronic dis,REVIEW_IN_PROGRESS,NO
/en/our-team/mohamed-farhat,200,CMS_AUTHORITATIVE,person_profile,/our-team/mohamed-farhat,Dr. Mohamed Farhat · Blue Diamond Medical,"Dr. Mohamed Farhat is a highly experienced family physician with over 30 years of dedicated practice. He is known for his exceptional clinical expertise, c",REVIEW_IN_PROGRESS,NO
/en/our-team/omaima-saeed,200,CMS_AUTHORITATIVE,person_profile,/our-team/omaima-saeed,Dr. Omaima Saeed · Blue Diamond Medical,"Dr. Omaima Saeed is a family physician with postgraduate training in Family Medicine from Pakistan, now practicing in Calgary. She provides comprehensive, ",REVIEW_IN_PROGRESS,NO
/en/our-team/omonijo,200,CMS_AUTHORITATIVE,person_profile,/our-team/omonijo,Dr. Omonijo · Blue Diamond Medical,Dr. Omonijo has 12 years of experience across community and hospital settings and completed her Family Medicine residency in the United Kingdom. She is one,REVIEW_IN_PROGRESS,NO
/en/our-team/reem-hamdi,200,CMS_AUTHORITATIVE,person_profile,/our-team/reem-hamdi,Dr. Reem Hamdi · Blue Diamond Medical,Dr. Hamdi finished her Family Medicine Residency at the University of Calgary in 2015 followed by additional training (R3) in maternity and newborn care. S,REVIEW_IN_PROGRESS,NO
/en/patient-resources,200,REPOSITORY_AUTHORITATIVE,page,/patient-resources,Patient Resources · Blue Diamond Medical,"Clinic policies, no-show fees, prescription refills, and confidentiality at Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop,200,REPOSITORY_AUTHORITATIVE,,,Products · Blue Diamond Medical,"Browse the SkinMedica and Myriade professional skincare catalogue carried by Blue Diamond Medical Clinic — 54 products across cleansers, serums, moisturizers, sunscreen, and more.",REVIEW_IN_PROGRESS,NO
/en/shop/aha-bha-cream,200,CMS_AUTHORITATIVE,content_entry,/shop/aha-bha-cream,AHA/BHA Cream · Blue Diamond Medical,"A leave-on AHA/BHA exfoliating cream, distinct from the AHA/BHA Exfoliating Cleanser, which is rinsed off.",REVIEW_IN_PROGRESS,NO
/en/shop/aha-bha-exfoliating-cleanser,200,CMS_AUTHORITATIVE,content_entry,/shop/aha-bha-exfoliating-cleanser,AHA/BHA Exfoliating Cleanser · Blue Diamond Medical,An exfoliating cleanser combining alpha- and beta-hydroxy acids to cleanse and exfoliate in one step.,REVIEW_IN_PROGRESS,NO
/en/shop/aha-bha-lotion,200,REPOSITORY_AUTHORITATIVE,,,The AHA BHA Lotion · Blue Diamond Medical,"The AHA BHA Lotion — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/aha-cream,200,REPOSITORY_AUTHORITATIVE,,,The AHA Cream · Blue Diamond Medical,"The AHA Cream — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/aha-mask,200,REPOSITORY_AUTHORITATIVE,,,The AHA Mask · Blue Diamond Medical,"The AHA Mask — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/balancing-tonic-solution,200,REPOSITORY_AUTHORITATIVE,,,The Balancing Tonic Solution · Blue Diamond Medical,"The Balancing Tonic Solution — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/c-eye-contour,200,REPOSITORY_AUTHORITATIVE,,,The C Eye Contour · Blue Diamond Medical,"The C Eye Contour — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/c-retinol,200,REPOSITORY_AUTHORITATIVE,,,The C-Retinol · Blue Diamond Medical,"The C-Retinol — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/c-serum,200,REPOSITORY_AUTHORITATIVE,,,The C-Serum · Blue Diamond Medical,"The C-Serum — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/category/anti-aging-repairing,200,REPOSITORY_AUTHORITATIVE,,,Anti-Aging and Repairing · Blue Diamond Medical,Anti-Aging and Repairing — 5 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/brightening,200,REPOSITORY_AUTHORITATIVE,,,Brightening · Blue Diamond Medical,Brightening — 3 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/cleansers,200,REPOSITORY_AUTHORITATIVE,,,Cleansers · Blue Diamond Medical,Cleansers — 2 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/daily-care,200,REPOSITORY_AUTHORITATIVE,,,Daily Care · Blue Diamond Medical,Daily Care — 7 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/eye-care,200,REPOSITORY_AUTHORITATIVE,,,Eye Care · Blue Diamond Medical,Eye Care — 1 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/kits,200,REPOSITORY_AUTHORITATIVE,,,Kits · Blue Diamond Medical,Kits — 8 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/moisturizers,200,REPOSITORY_AUTHORITATIVE,,,Moisturizers · Blue Diamond Medical,Moisturizers — 6 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/peels,200,REPOSITORY_AUTHORITATIVE,,,Professional Peels · Blue Diamond Medical,Professional Peels — 2 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/professional-care,200,REPOSITORY_AUTHORITATIVE,,,Professional Care · Blue Diamond Medical,Professional Care — 3 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/purifying,200,REPOSITORY_AUTHORITATIVE,,,Purifying · Blue Diamond Medical,Purifying — 4 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/retinol,200,REPOSITORY_AUTHORITATIVE,,,Retinol · Blue Diamond Medical,Retinol — 3 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/scar-care,200,REPOSITORY_AUTHORITATIVE,,,Scar Care · Blue Diamond Medical,Scar Care — 2 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/serums,200,REPOSITORY_AUTHORITATIVE,,,Serums · Blue Diamond Medical,Serums — 5 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/sunscreen,200,REPOSITORY_AUTHORITATIVE,,,Sunscreen · Blue Diamond Medical,Sunscreen — 4 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/category/treatment-systems,200,REPOSITORY_AUTHORITATIVE,,,Treatment Systems · Blue Diamond Medical,Treatment Systems — 2 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/charcoal-purifier,200,REPOSITORY_AUTHORITATIVE,,,The Charcoal Purifier · Blue Diamond Medical,"The Charcoal Purifier — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/collagen-activator-serum,200,REPOSITORY_AUTHORITATIVE,,,The Collagen Activator Serum · Blue Diamond Medical,"The Collagen Activator Serum — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/concern/acne,200,REPOSITORY_AUTHORITATIVE,,,Acne · Blue Diamond Medical,Acne — 1 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/concern/anti-aging,200,REPOSITORY_AUTHORITATIVE,,,Anti-Aging · Blue Diamond Medical,Anti-Aging — 1 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/concern/dry-skin,200,REPOSITORY_AUTHORITATIVE,,,Dry Skin · Blue Diamond Medical,Dry Skin — 0 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/concern/hair-care,200,REPOSITORY_AUTHORITATIVE,,,Hair Care · Blue Diamond Medical,Hair Care — 0 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/concern/pigmentation,200,REPOSITORY_AUTHORITATIVE,,,Pigmentation · Blue Diamond Medical,Pigmentation — 1 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/concern/redness,200,REPOSITORY_AUTHORITATIVE,,,Redness · Blue Diamond Medical,Redness — 0 professional skincare products carried by Blue Diamond Medical Clinic.,REVIEW_IN_PROGRESS,NO
/en/shop/daily-physical-defense-spf-34,200,CMS_AUTHORITATIVE,content_entry,/shop/daily-physical-defense-spf-34,Daily Physical Defense® SPF 34 · Blue Diamond Medical,"An oil-free, fragrance-free dual-mineral sunscreen providing broad-spectrum UVA/UVB protection.",REVIEW_IN_PROGRESS,NO
/en/shop/dermal-repair-cream,200,CMS_AUTHORITATIVE,content_entry,/shop/dermal-repair-cream,Dermal Repair Cream · Blue Diamond Medical,"An ultra-rich facial cream intended to intensely hydrate and help replenish moisture, suited to normal-to-dry skin.",REVIEW_IN_PROGRESS,NO
/en/shop/dermo-repair-complex-1,200,REPOSITORY_AUTHORITATIVE,,,The Dermo-Repair Complex 1 · Blue Diamond Medical,"The Dermo-Repair Complex 1 — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/dermo-repair-complex-2,200,REPOSITORY_AUTHORITATIVE,,,The Dermo-Repair Complex 2 · Blue Diamond Medical,"The Dermo-Repair Complex 2 — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/facial-cleanser,200,CMS_AUTHORITATIVE,content_entry,/shop/facial-cleanser,Facial Cleanser · Blue Diamond Medical,"A foaming daily cleanser formulated for all skin types, with panthenol to support healthy-looking skin.",REVIEW_IN_PROGRESS,NO
/en/shop/ha5-rejuvenative-hydrator,200,CMS_AUTHORITATIVE,content_entry,/shop/ha5-rejuvenative-hydrator,HA5® Rejuvenating Hydrator · Blue Diamond Medical,"A hydrating serum blending five forms of hyaluronic acid, for all skin types.",REVIEW_IN_PROGRESS,NO
/en/shop/lift-eye-contour,200,REPOSITORY_AUTHORITATIVE,,,The Lift Eye Contour · Blue Diamond Medical,"The Lift Eye Contour — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/lumivive-system-day-night,200,CMS_AUTHORITATIVE,content_entry,/shop/lumivive-system-day-night,"Lumivive® System Day, Night · Blue Diamond Medical","A two-step day-and-night system: a daytime step formulated to help shield skin from blue light and environmental stress, and a nighttime step formulated to support skin's overnight repair process.",REVIEW_IN_PROGRESS,NO
/en/shop/lytera-2-pigment-brightening-serum,200,CMS_AUTHORITATIVE,content_entry,/shop/lytera-2-pigment-brightening-serum,Lytera® 2.0 Pigment Brightening Serum · Blue Diamond Medical,An evening serum formulated to address the appearance of stubborn skin discoloration.,REVIEW_IN_PROGRESS,NO
/en/shop/micro-needle-care,200,REPOSITORY_AUTHORITATIVE,,,Micro-Needle Care · Blue Diamond Medical,"Micro-Needle Care — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/mineral-sunscreen-spf-30,200,REPOSITORY_AUTHORITATIVE,,,The Mineral Sunscreen SPF 30 · Blue Diamond Medical,"The Mineral Sunscreen SPF 30 — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/normal-skin-kit,200,REPOSITORY_AUTHORITATIVE,,,Normal Skin Kit · Blue Diamond Medical,"Normal Skin Kit — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/oily-skin-kit,200,REPOSITORY_AUTHORITATIVE,,,Oily Skin Kit · Blue Diamond Medical,"Oily Skin Kit — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/oily-skin-problem-kit,200,REPOSITORY_AUTHORITATIVE,,,Oily Skin Problem Kit · Blue Diamond Medical,"Oily Skin Problem Kit — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/pigmentary-disorders-kit,200,REPOSITORY_AUTHORITATIVE,,,Pigmentary Disorders Kit · Blue Diamond Medical,"Pigmentary Disorders Kit — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/protective-day-cream,200,REPOSITORY_AUTHORITATIVE,,,The Protective Day Cream · Blue Diamond Medical,"The Protective Day Cream — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/protective-fluid,200,REPOSITORY_AUTHORITATIVE,,,The Protective Fluid · Blue Diamond Medical,"The Protective Fluid — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/redness-kit,200,REPOSITORY_AUTHORITATIVE,,,Redness Kit · Blue Diamond Medical,"Redness Kit — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
